Release_Date,Rank,Movie_Title,USD_Production_Budget,USD_Worldwide_Gross,USD_Domestic_Gross,USD_Profit,Decade
2008-12-19,824,The Tale of Despereaux,60000000,90482317,50877145,30482317,2000
2008-12-19,972,Seven Pounds,54000000,166617328,69951824,112617328,2000
2008-12-19,1018,Yes Man,50000000,225990976,97690976,175990976,2000
2008-12-25,122,The Curious Case of Benjamin Button,160000000,329809326,127509326,169809326,2000
2008-12-25,413,Valkyrie,90000000,203902107,83077762,113902107,2000
2008-12-25,504,Bedtime Stories,80000000,221468935,110101975,141468935,2000
2008-12-25,777,Marley & Me,60000000,247812011,143153751,187812011,2000
2008-12-25,865,The Spirit,60000000,39006188,19806188,-20993812,2000
2008-12-25,4577,Waltz with Bashir,2000000,13912289,2283849,11912289,2000
2008-12-26,1207,Revolutionary Road,45000000,79564960,22911480,34564960,2000
2008-12-31,1631,Black Water Transit,35000000,0,0,-35000000,2000
2008-12-31,2510,Koltchak,20000000,38585047,0,18585047,2000
2008-12-31,2648,I Come with the Rain,18000000,627422,0,-17372578,2000
2008-12-31,2774,Good,16000000,31631,31631,-15968369,2000
2008-12-31,2943,Bathory,15000000,3436763,0,-11563237,2000
2008-12-31,3018,Ca$h,13700000,11738256,0,-1961744,2000
2008-12-31,3940,Animals,5500000,0,0,-5500000,2000
2008-12-31,4075,The Cottage,5000000,1504960,0,-3495040,2000
2008-12-31,4453,Rejsen til Saturn,2700000,5377665,0,2677665,2000
2008-12-31,4466,Silver Medalist,2600000,0,0,-2600000,2000
2008-12-31,4529,Impact Point,2200000,0,0,-2200000,2000
2008-12-31,4813,Extreme Movie,1200000,81338,0,-1118662,2000
2008-12-31,4933,Steppin: The Movie,1000000,0,0,-1000000,2000
2008-12-31,4975,Harrison Montgomery,850000,0,0,-850000,2000
2009-01-05,150,X-Men Origins: Wolverine,150000000,374825760,179883157,224825760,2000
2009-01-07,322,Public Enemies,102500000,212282709,97104620,109782709,2000
2009-01-07,399,Ice Age: Dawn of the Dinosaurs,90000000,859701857,196573705,769701857,2000
2009-01-12,4928,Frat Party,1000000,0,0,-1000000,2000
2009-01-16,1079,Defiance,50000000,52987754,28644813,2987754,2000
2009-01-16,1526,Hotel for Dogs,35000000,122213085,73034460,87213085,2000
2009-01-16,1966,Paul Blart: Mall Cop,26000000,185904750,146336178,159904750,2000
2009-01-16,2540,Notorious,19000000,45005151,36843682,26005151,2000
2009-01-16,2966,My Bloody Valentine,14000000,102836002,51545952,88836002,2000
2009-01-23,867,Inkheart,60000000,66655938,17303424,6655938,2000
2009-01-23,1116,Outlander,50000000,1250617,166003,-48749383,2000
2009-01-23,1545,Underworld 3: Rise of the Lycans,35000000,89102315,45802315,54102315,2000
2009-01-23,5003,Donkey Punch,750000,814801,19367,64801,2000
2009-01-30,2012,Taken,25000000,226941585,145000989,201941585,2000
2009-01-30,3622,New in Town,8000000,29937909,16734283,21937909,2000
2009-01-30,4319,Entre les murs,3250000,34114067,3766810,30864067,2000
2009-02-10,2195,Zombieland,23600000,102236596,75590286,78636596,2000
2009-02-10,2560,The Invention of Lying,18500000,32679264,18451251,14179264,2000
2009-02-10,2876,Whip It,15000000,18856151,13043363,3856151,2000
2009-02-10,3739,A Serious Man,7000000,30360570,9228788,23360570,2000
2009-02-13,1087,The International,50000000,53850527,25450527,3850527,2000
2009-02-13,2673,Friday the 13th,17000000,92670237,65002019,75670237,2000
2009-02-13,3197,Two Lovers,12000000,16349034,3149034,4349034,2000
2009-02-13,3826,Gomorra,6200000,37339594,1579146,31139594,2000
2009-02-17,4077,Dead Like Me: Life After Death,5000000,0,0,-5000000,2000
2009-02-20,2417,Fired Up,20000000,18608570,17231291,-1391430,2000
2009-02-20,2657,Madea Goes To Jail,17500000,90508336,90508336,73008336,2000
2009-02-27,1110,Street Fighter: The Legend of Chun-Li,50000000,12335036,9135036,-37664964,2000
2009-02-27,5081,Scott Walker: 30 Century Man,500000,77121,6840,-422879,2000
2009-03-04,444,Fast & Furious,85000000,363064265,155064265,278064265,2000
2009-03-04,3492,Adventureland,9800000,17553055,16044025,7753055,2000
2009-03-13,1035,Race to Witch Mountain,50000000,105103783,67172594,55103783,2000
2009-03-13,2836,The Last House on the Left,15000000,46526243,32752215,31526243,2000
2009-03-13,3869,Miss March,6000000,4713059,4543320,-1286941,2000
2009-03-13,4013,Sunshine Cleaning,5000000,17329337,12062558,12329337,2000
2009-03-20,840,Duplicity,60000000,81079566,40572825,21079566,2000
2009-03-20,1027,Knowing,50000000,186450317,79957634,136450317,2000
2009-03-20,1313,"I Love You, Man",40000000,91729503,71440011,51729503,2000
2009-03-20,4609,Super Capers,2000000,30955,30955,-1969045,2000
2009-03-27,88,Monsters vs. Aliens,175000000,381687380,198351526,206687380,2000
2009-03-27,2444,12 Rounds,20000000,17306648,12234694,-2693352,2000
2009-04-09,1096,Gamer,50000000,42002029,20534907,-7997971,2000
2009-04-09,2833,All About Steve,15000000,40127259,33862903,25127259,2000
2009-04-09,3683,Extract,7500000,10849158,10823158,3349158,2000
2009-04-12,1727,Up in the Air,30000000,166842739,83823381,136842739,2000
2009-04-12,1987,Brothers,26000000,45043870,28544157,19043870,2000
2009-04-12,2421,Armored,20000000,23661038,15988876,3661038,2000
2009-04-12,2455,Everybody's Fine,20000000,9208876,9208876,-10791124,2000
2009-04-12,4152,Paa,4300000,9791282,199228,5491282,2000
2009-04-17,843,State of Play,60000000,88832210,37017955,28832210,2000
2009-04-17,1320,17 Again,40000000,139474906,64167069,99474906,2000
2009-04-17,2433,Crank 2: High Voltage,20000000,35472739,13684249,15472739,2000
2009-04-17,4496,Sleep Dealer,2500000,108907,80136,-2391093,2000
2009-04-22,1145,Earth,47000000,116773317,32011576,69773317,2000
2009-04-23,5078,Home,500000,44793168,15433,44293168,2000
2009-04-24,852,The Soloist,60000000,38389024,31720158,-21610976,2000
2009-04-24,2329,Obsessed,20000000,73964713,68261644,53964713,2000
2009-04-24,2644,The Informers,18000000,315000,315000,-17685000,2000
2009-05-06,354,Land of the Lost,100000000,69548641,49438370,-30451359,2000
2009-05-06,1508,The Hangover,35000000,465764086,277322503,430764086,2000
2009-05-06,2298,Away We Go,21000000,10108016,9451946,-10891984,2000
2009-05-06,2699,My Life in Ruins,17000000,20465206,8665206,3465206,2000
2009-05-06,3226,Home,12000000,1620056,0,-10379944,2000
2009-05-15,156,Angels & Demons,150000000,490875846,133375846,340875846,2000
2009-05-15,2485,The Brothers Bloom,20000000,5531756,3531756,-14468244,2000
2009-05-21,53,Terminator Salvation,200000000,365491792,125322469,165491792,2000
2009-05-22,151,Night at the Museum: Battle of the Smithsonian,150000000,402231063,177243721,252231063,2000
2009-05-22,2081,Dance Flick,25000000,32092761,25662155,7092761,2000
2009-05-22,3006,Easy Virtue,14000000,20537741,2656784,6537741,2000
2009-05-22,4771,The Girlfriend Experience,1300000,1005840,695840,-294160,2000
2009-05-26,3484,The Devil's Tomb,10000000,0,0,-10000000,2000
2009-05-29,86,Up,175000000,731542621,293004164,556542621,2000
2009-05-29,1772,Drag Me To Hell,30000000,91388487,42100625,61388487,2000
2009-05-29,3067,Män som hatar kvinnor,13000000,109421911,12749992,96421911,2000
2009-05-29,4744,Pontypool,1500000,31916,3865,-1468084,2000
2009-06-02,805,Coraline,60000000,126037057,75286229,66037057,2000
2009-06-02,1294,He's Just Not That Into You,40000000,181053657,93953653,141053657,2000
2009-06-02,1460,Push,38000000,44411527,31811527,6411527,2000
2009-06-02,3879,Polytechnique,6000000,1418304,1418304,-4581696,2000
2009-06-03,194,Watchmen,138000000,184068357,107509799,46068357,2000
2009-06-10,5277,A Charlie Brown Christmas,150000,0,0,-150000,2000
2009-06-11,63,Disney's A Christmas Carol,190000000,315709697,137855863,125709697,2000
2009-06-11,2105,The Box,25000000,26341896,15051977,1341896,2000
2009-06-11,2177,The Men Who Stare at Goats,24000000,67348218,32428195,43348218,2000
2009-06-11,3317,Precious (Based on the Novel Push by Sapphire),10000000,68722848,47566524,58722848,2000
2009-06-11,3349,The Fourth Kind,10000000,49486874,26218170,39486874,2000
2009-06-19,835,Year One,60000000,57604723,43337279,-2395277,2000
2009-06-19,1280,The Proposal,40000000,314709717,163958031,274709717,2000
2009-06-19,2907,Whatever Works,15000000,35106706,5306706,20106706,2000
2009-06-19,4989,Dod sno,800000,2194020,46742,1394020,2000
2009-06-23,2712,Chasseurs de dragons,17000000,13446115,0,-3553885,2000
2009-06-24,30,Transformers: Revenge of the Fallen,210000000,836519699,402111870,626519699,2000
2009-06-26,1930,My Sister's Keeper,27500000,96673002,49200230,69173002,2000
2009-06-26,2222,Chéri,23000000,2715657,2715657,-20284343,2000
2009-06-26,2868,The Hurt Locker,15000000,49894223,17017811,34894223,2000
2009-06-26,4292,Surveillance,3500000,1396395,27349,-2103605,2000
2009-06-30,4294,The Betrayed,3500000,0,0,-3500000,2000
2009-07-04,3224,1612,12000000,5400624,0,-6599376,2000
2009-07-04,4833,Faith Like Potatoes,1100000,0,0,-1100000,2000
2009-07-04,5006,Bled,750000,0,0,-750000,2000
2009-07-07,4074,Flying By,5000000,4568257,0,-431743,2000
2009-07-08,89,G.I. Joe: The Rise of Cobra,175000000,302469017,150201498,127469017,2000
2009-07-08,1293,Julie & Julia,40000000,126646119,94125426,86646119,2000
2009-07-08,2985,A Perfect Getaway,14000000,22815460,15515460,8815460,2000
2009-07-11,3220,Nanjing! Nanjing!,12000000,20122558,122558,8122558,2000
2009-07-14,4537,[Rec],2100000,23266821,0,21166821,2000
2009-07-15,14,Harry Potter and the Half-Blood Prince,250000000,935083686,301959197,685083686,2000
2009-07-17,4931,The Poker House,1000000,0,0,-1000000,2000
2009-07-24,160,G-Force,150000000,292817841,119436770,142817841,2000
2009-07-24,1446,The Ugly Truth,38000000,205298907,88915214,167298907,2000
2009-07-24,2350,Orphan,20000000,78769428,41596251,58769428,2000
2009-07-29,4325,Adam,3200000,2828590,2277396,-371410,2000
2009-07-31,624,Funny People,72500000,71880305,51855045,-619695,2000
2009-07-31,1205,Aliens in the Attic,45000000,59551283,25200412,14551283,2000
2009-07-31,3553,Flammen og Citronen,9000000,1635241,148089,-7364759,2000
2009-07-31,4365,The Collector,3000000,10473836,7712114,7473836,2000
2009-08-05,181,Star Trek,140000000,385680446,257730019,245680446,2000
2009-08-05,3892,Julia,6000000,1365108,65108,-4634892,2000
2009-08-05,4217,Adoration,4000000,384244,294244,-3615756,2000
2009-08-05,4358,Next Day Air,3000000,10172519,10027047,7172519,2000
2009-08-14,1436,The Time Traveler's Wife,39000000,102332135,63414846,63332135,2000
2009-08-14,1637,Gake no ue no Ponyo,34000000,205312666,15090399,171312666,2000
2009-08-14,1714,District 9,30000000,212453431,115646235,182453431,2000
2009-08-14,2477,Bandslam,20000000,12967829,5210988,-7032171,2000
2009-08-14,3376,"The Goods: Live Hard, Sell Hard",10000000,15297318,15122676,5297318,2000
2009-08-14,4071,Grace,5000000,8297,8297,-4991703,2000
2009-08-21,642,Inglourious Basterds,70000000,316915264,120774594,246915264,2000
2009-08-21,2401,Shorts,20000000,29870801,20919166,9870801,2000
2009-08-21,2522,Der Baader Meinhof Komplex,19700000,16498827,476270,-3201173,2000
2009-08-21,2906,Post Grad,15000000,6561243,6380019,-8438757,2000
2009-08-21,3454,World's Greatest Dad,10000000,295750,221805,-9704250,2000
2009-08-21,3480,Fifty Dead Men Walking,10000000,997921,0,-9002079,2000
2009-08-26,1876,Taking Woodstock,29000000,10066366,7460204,-18933634,2000
2009-08-28,1319,The Final Destination,40000000,187384627,66477700,147384627,2000
2009-08-28,2835,Halloween 2,15000000,38512850,33392973,23512850,2000
2009-08-28,3469,The Open Road,10000000,19716,19716,-9980284,2000
2009-09-01,1747,Bride Wars,30000000,115150424,58715510,85150424,2000
2009-09-01,1878,"Che, Part 1: The Argentine",29000000,1733532,1733532,-27266468,2000
2009-09-01,2732,The Unborn,16000000,78208812,42670410,62208812,2000
2009-09-01,4018,Not Easily Broken,5000000,10732909,10572742,5732909,2000
2009-09-09,1793,9,30000000,48559999,31749894,18559999,2000
2009-09-10,783,Couples Retreat,60000000,172450423,109205660,112450423,2000
2009-09-10,3238,St. Trinian’s,11400000,29830239,15000,18430239,2000
2009-09-10,3458,Free Style,10000000,721108,141108,-9278892,2000
2009-09-10,3682,An Education,7500000,29652736,12574914,22152736,2000
2009-09-10,3823,The Damned United,6400000,4199874,449865,-2200126,2000
2009-09-10,4743,Trucker,1500000,52429,52429,-1447571,2000
2009-09-10,5224,Bronson,230000,2703762,104979,2473762,2000
2009-09-17,3581,Bright Star,8500000,17220091,4444637,8720091,2000
2009-09-18,335,Cloudy with a Chance of Meatballs,100000000,236827677,124870275,136827677,2000
2009-09-18,2246,The Informant!,22000000,41771168,33316821,19771168,2000
2009-09-18,2506,The Burning Plain,20000000,1167092,200730,-18832908,2000
2009-09-18,2601,Love Happens,18000000,36133014,22965110,18133014,2000
2009-09-18,2749,Jennifer's Body,16000000,31943401,16204793,15943401,2000
2009-09-18,4874,The Secrets of Jonathan Sperry,1000000,1355079,1355079,355079,2000
2009-09-22,3483,Adam Resurrected,10000000,90909,0,-9909091,2000
2009-09-23,2428,Capitalism: A Love Story,20000000,19121531,14363397,-878469,2000
2009-09-25,534,Surrogates,80000000,119668350,38577772,39668350,2000
2009-09-25,1411,Pandorum,40000000,17033431,10330853,-22966569,2000
2009-09-25,2221,Coco avant Chanel,23000000,50813834,6113834,27813834,2000
2009-09-25,2602,Fame,18000000,80227619,22455510,62227619,2000
2009-09-25,3762,I Hope They Serve Beer in Hell,7000000,1429453,1429299,-5570547,2000
2009-09-25,5110,Paranormal Activity,450000,194183034,107918810,193733034,2000
2009-10-04,1729,Hannah Montana the Movie,30000000,169173206,79576189,139173206,2000
2009-10-04,1835,Dragonball Evolution,30000000,58228460,9362785,28228460,2000
2009-10-04,2599,Observe and Report,18000000,27148898,24007324,9148898,2000
2009-10-04,5150,Royal Kill,350000,0,0,-350000,2000
2009-10-07,1252,Brüno,42000000,130788243,60054530,88788243,2000
2009-10-07,2614,"I Love You, Beth Cooper",18000000,16382538,14800725,-1617462,2000
2009-10-11,5210,Ink,250000,0,0,-250000,2000
2009-10-16,344,Where the Wild Things Are,100000000,99123656,77233467,-876344,2000
2009-10-16,978,Law Abiding Citizen,53000000,131159781,73357727,78159781,2000
2009-10-16,2381,The Stepfather,20000000,29227561,29062561,9227561,2000
2009-10-16,3472,Janky Promoters,10000000,9069,9069,-9990931,2000
2009-10-23,747,Astro Boy,65000000,41636243,19551067,-23363757,2000
2009-10-23,1402,Amelia,40000000,19756077,14279575,-20243923,2000
2009-10-23,1403,Cirque du Freak: The Vampire's Assistant,40000000,39753957,14046595,-246043,2000
2009-10-23,2933,Ong-Bak 2,15000000,7583050,102458,-7416950,2000
2009-10-23,3257,Saw VI,11000000,69752402,27693292,58752402,2000
2009-10-23,3465,Motherhood,10000000,723388,93388,-9276612,2000
2009-10-27,3015,Stan Helsing: A Parody,14000000,1553556,0,-12446444,2000
2009-10-28,808,Michael Jackson's This Is It,60000000,252091016,72091016,192091016,2000
2009-10-30,3499,Gentlemen Broncos,9500000,118482,113682,-9381518,2000
2009-10-30,3628,The Boondock Saints 2: All Saints Day,8000000,10629320,10273187,2629320,2000
2009-10-30,4904,The House of the Devil,1000000,102812,101215,-897188,2000
2009-11-08,4978,London to Brighton,825000,610776,0,-214224,2000
2009-11-09,1607,Whiteout,35000000,12254746,10275638,-22745254,2000
2009-11-09,2534,I Can Do Bad All By Myself,19000000,51733921,51733921,32733921,2000
2009-11-09,3102,Sorority Row,12500000,26735797,11965282,14235797,2000
2009-11-09,5268,The Horse Boy,160000,156612,156612,-3388,2000
2009-11-12,379,The Lovely Bones,95000000,94894448,44114232,-105552,2000
2009-11-12,842,Invictus,60000000,124514011,37491364,64514011,2000
2009-11-12,3741,A Single Man,7000000,28142379,9176000,21142379,2000
2009-11-12,4838,Rocket Singh: Salesman of the Year,1070000,5348767,164649,4278767,2000
2009-11-13,52,2012,200000000,788408539,166112167,588408539,2000
2009-11-13,1112,The Boat That Rocked,50000000,37472651,8017467,-12527349,2000
2009-11-13,1390,The Fantastic Mr. Fox,40000000,47085064,21002919,7085064,2000
2009-11-13,3816,The Messenger,6500000,1744952,1109660,-4755048,2000
2009-11-20,839,Planet 51,60000000,108996113,42194060,48996113,2000
2009-11-20,1001,The Twilight Saga: New Moon,50000000,687557727,296623634,637557727,2000
2009-11-20,1428,Red Cliff,40000000,119627047,627047,79627047,2000
2009-11-20,1509,The Blind Side,35000000,305705794,255959475,270705794,2000
2009-11-20,2144,Bad Lieutenant: Port of Call New Orleans,25000000,12413949,1702112,-12586051,2000
2009-11-20,4611,The Missing Person,2000000,17896,17896,-1982104,2000
2009-11-25,314,The Princess and the Frog,105000000,270997378,104400899,165997378,2000
2009-11-25,1068,Ninja Assassin,50000000,62209892,38122883,12209892,2000
2009-11-25,1542,Old Dogs,35000000,95104304,49492060,60104304,2000
2009-11-25,2131,The Road,25000000,29206732,8114270,4206732,2000
2009-11-25,2146,Me and Orson Welles,25000000,1190003,1190003,-23809997,2000
2009-11-27,3237,The Cry of the Owl,11500000,0,0,-11500000,2000
2009-12-06,301,The Taking of Pelham 123,110000000,152364370,65452312,42364370,2000
2009-12-06,959,Imagine That,55000000,16123323,16123323,-38876677,2000
2009-12-06,4035,Moon,5000000,10676073,5010163,5676073,2000
2009-12-06,4864,"Food, Inc.",1000000,4731944,4417674,3731944,2000
2009-12-16,3568,Crazy Heart,8500000,47417251,39471742,38917251,2000
2009-12-18,1,Avatar,425000000,2783918982,760507625,2358918982,2000
2009-12-18,546,Nine,80000000,53508858,19676965,-26491142,2000
2009-12-18,892,Did You Hear About the Morgans?,58000000,80480566,29580087,22480566,2000
2009-12-18,1604,The Young Victoria,35000000,31878891,11001272,-3121109,2000
2009-12-23,637,Alvin and the Chipmunks: The Squeakquel,70000000,443483213,219614612,373483213,2000
2009-12-25,398,Sherlock Holmes,90000000,498438212,209028679,408438212,2000
2009-12-25,452,It’s Complicated,85000000,224614744,112735375,139614744,2000
2009-12-25,1838,The Imaginarium of Doctor Parnassus,30000000,64352607,7689607,34352607,2000
2009-12-29,4620,Lesbian Vampire Killers,2000000,3620902,0,1620902,2000
2009-12-30,2640,Das Weisse Band: Eine deutsche Kindergeschichte,18000000,25727044,2222862,7727044,2000
2009-12-31,1489,Obitaemyy ostrov,36500000,15000000,0,-21500000,2000
2009-12-31,2226,Shi Yue Wei Cheng,23000000,44195779,0,21195779,2000
2009-12-31,3485,Good Intentions,10000000,0,0,-10000000,2000
2009-12-31,3670,Chirstmas in Beverly Hills,8000000,0,0,-8000000,2000
2009-12-31,4421,The Deported,3000000,0,0,-3000000,2000
2009-12-31,4422,Chicago Overcoat,3000000,0,0,-3000000,2000
2009-12-31,4430,Four Single Fathers,3000000,0,0,-3000000,2000
2009-12-31,4500,The Calling,2500000,0,0,-2500000,2000
2009-12-31,4512,Nikté,2400000,1333891,0,-1066109,2000
